symbol	id	ensg	Entrez.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrez
TMEM201	ENSG00000188807_TMEM201	ENSG00000188807	199953	880.3977381	0.228238608	0.422634541	0.540037753	0.589170997	0.802126996	199953
TMEM203	ENSG00000187713_TMEM203	ENSG00000187713	94107	353.3754604	0.451103943	0.282821151	1.595014878	0.110708909	0.344037143	94107
TMEM204	ENSG00000131634_TMEM204	ENSG00000131634	79652	333.2075545	-0.424995235	0.434893394	-0.977240035	0.328450332	0.610268213	79652
TMEM205	ENSG00000105518_TMEM205	ENSG00000105518	374882	510.4281881	-0.238786705	0.529075196	-0.451328483	0.651752819	0.838150117	374882
TMEM206	ENSG00000065600_TMEM206	ENSG00000065600	55248	293.2216295	-0.148166202	0.422466136	-0.350717346	0.725800411	0.879236788	55248
TMEM208	ENSG00000168701_TMEM208	ENSG00000168701	29100	253.3988379	-0.251149546	0.334062431	-0.751804224	0.452168801	0.70765552	29100
TMEM209	ENSG00000146842_TMEM209	ENSG00000146842	84928	830.6651422	0.423353303	0.374216062	1.131307139	0.257925841	0.539544732	84928
TMEM214	ENSG00000119777_TMEM214	ENSG00000119777	54867	2029.333513	-0.023615612	0.223705318	-0.105565715	0.915926928	0.966682626	54867
TMEM215	ENSG00000188133_TMEM215	ENSG00000188133	401498	19.12255208	1.017835473	1.364989096	0.745672969	0.455864992	0.710285282	401498
TMEM216	ENSG00000187049_TMEM216	ENSG00000187049	51259	137.1002399	-0.681213816	0.537921674	-1.266381052	0.205376691	0.481437641	51259
TMEM217	ENSG00000172738_TMEM217	ENSG00000172738	221468	24.1448147	0.404330698	1.142998831	0.353745504	0.723529617	0.878167026	221468
TMEM218	ENSG00000150433_TMEM218	ENSG00000150433	219854	429.4589421	-0.681634618	0.554331705	-1.229651149	0.218827767	0.496906198	219854
TMEM219	ENSG00000149932_TMEM219	ENSG00000149932	124446	1172.12863	0.087284018	0.315174887	0.276938365	0.781827433	0.909849141	124446
TMEM220	ENSG00000187824_TMEM220	ENSG00000187824	388335	116.7688236	-1.127661721	0.554983356	-2.031883856	0.042165415	0.204055186	388335
TMEM221	ENSG00000188051_TMEM221	ENSG00000188051	100130519	23.29083642	-2.673210729	1.218922163	-2.193093875	0.028300616	0.162423998	100130519
TMEM222	ENSG00000186501_TMEM222	ENSG00000186501	84065	358.1472745	0.045901487	0.308040788	0.149011068	0.8815449	0.952517832	84065
TMEM223	ENSG00000168569_TMEM223	ENSG00000168569	79064	300.6418732	0.323013011	0.396426321	0.81481222	0.415179805	0.679091489	79064
TMEM229B	ENSG00000198133_TMEM229B	ENSG00000198133	161145	216.3117137	-2.595954958	0.573146732	-4.529302556	5.92e-06	0.000414026	161145
TMEM230	ENSG00000089063_TMEM230	ENSG00000089063	29058	2220.392497	0.00330938	0.208050368	0.015906627	0.987308883	0.99478158	29058
TMEM231	ENSG00000205084_TMEM231	ENSG00000205084	79583	146.1924427	-0.779787459	0.677013877	-1.151804247	0.249401522	0.531317357	79583
TMEM232	ENSG00000186952_TMEM232	ENSG00000186952	642987	52.78828671	-1.561409508	0.75741804	-2.061489728	0.039256342	0.195513376	642987
TMEM233	ENSG00000224982_TMEM233	ENSG00000224982	387890	13.07198284	-1.179357608	1.094854399	-1.077182143	0.281398901	0.564136401	387890
TMEM234	ENSG00000160055_TMEM234	ENSG00000160055	56063	312.8782512	-0.071287472	0.360862373	-0.197547534	0.843399088	0.936045294	56063
TMEM236	ENSG00000148483_TMEM236	ENSG00000148483	653567	16.66474116	-0.38706175	0.751743819	-0.514885177	0.606633259	0.811604209	653567
TMEM237	ENSG00000155755_TMEM237	ENSG00000155755	65062	658.7175391	0.821815508	0.380843803	2.157880741	0.030937105	0.171252328	65062
TMEM238	ENSG00000233493_TMEM238	ENSG00000233493	388564	62.01544375	0.679356117	0.793420672	0.856236976	0.391866714	0.660842058	388564
TMEM240	ENSG00000205090_TMEM240	ENSG00000205090	339453	22.20313613	0.079616393	0.762884788	0.104362276	0.916881859	0.96684516	339453
TMEM241	ENSG00000134490_TMEM241	ENSG00000134490	85019	287.4998478	-0.061880403	0.466643966	-0.132607314	0.894503948	0.957634994	85019
TMEM242	ENSG00000215712_TMEM242	ENSG00000215712	729515	275.6105145	0.330889671	0.319651827	1.035156515	0.300595823	0.582206646	729515
TMEM243	ENSG00000135185_TMEM243	ENSG00000135185	79161	337.357496	-0.617056517	0.432603969	-1.426377381	0.153759439	0.410263004	79161
TMEM245	ENSG00000106771_TMEM245	ENSG00000106771	23731	2399.073043	-0.272829581	0.292803727	-0.931783154	0.351448602	0.628501728	23731
TMEM246	ENSG00000165152_TMEM246	ENSG00000165152	84302	275.0573334	1.268892589	0.465142993	2.727962386	0.006372687	0.066889588	84302
TMEM247	ENSG00000187600_TMEM247	ENSG00000187600	388946	15.50986049	-2.710819331	1.388518266	-1.95231089	0.050901305	0.225628527	388946
TMEM248	ENSG00000106609_TMEM248	ENSG00000106609	55069	2556.176934	-0.159058389	0.289065524	-0.550250293	0.582147713	0.797997311	55069
TMEM249	ENSG00000261587_TMEM249	ENSG00000261587	340393	18.84711788	-0.382187528	1.061954609	-0.359890644	0.718928914	0.876247851	340393
TMEM25	ENSG00000149582_TMEM25	ENSG00000149582	84866	388.7122396	-2.118268323	0.72170436	-2.935091485	0.003334494	0.044175861	84866
TMEM251	ENSG00000153485_TMEM251	ENSG00000153485	26175	205.8600028	-0.653504968	0.371261634	-1.760227583	0.078369227	0.284024774	26175
TMEM252	ENSG00000181778_TMEM252	ENSG00000181778	169693	28.87735925	-3.580655571	2.14057059	-1.672757529	0.094375039	0.314994647	169693
TMEM253	ENSG00000232070_TMEM253	ENSG00000232070	643382	58.79844394	-0.410610594	0.779988559	-0.52643156	0.598588393	0.807084922	643382
TMEM254	ENSG00000133678_TMEM254	ENSG00000133678	80195	476.7232142	0.001954002	0.526357052	0.003712313	0.99703801	0.998807496	80195
TMEM254-AS1	ENSG00000230091_TMEM254-AS1	ENSG00000230091	219347	46.37559677	2.036265708	1.303711538	1.56189897	0.118311791	0.356115975	219347
TMEM255A	ENSG00000125355_TMEM255A	ENSG00000125355	55026	53.1894138	-1.448053771	0.887009225	-1.632512639	0.102571538	0.331108123	55026
TMEM255B	ENSG00000184497_TMEM255B	ENSG00000184497	348013	110.8210694	-0.823947091	0.56258975	-1.46456115	0.143040688	0.394984385	348013
TMEM256	ENSG00000205544_TMEM256	ENSG00000205544	254863	81.9393931	1.236954529	0.468886751	2.638066708	0.008338018	0.079906004	254863
TMEM258	ENSG00000134825_TMEM258	ENSG00000134825	746	341.9009687	0.387355104	0.333924517	1.160007979	0.246045558	0.527427257	746
TMEM259	ENSG00000182087_TMEM259	ENSG00000182087	91304	3434.999984	0.588267904	0.370889802	1.586098894	0.112716878	0.347253587	91304
TMEM26	ENSG00000196932_TMEM26	ENSG00000196932	219623	79.05139601	0.613913432	0.545141696	1.126153872	0.260100395	0.542059946	219623
TMEM260	ENSG00000070269_TMEM260	ENSG00000070269	54916	1047.563396	-0.200091999	0.370276746	-0.540384999	0.588931551	0.802038379	54916
TMEM261	ENSG00000137038_TMEM261	ENSG00000137038	90871	343.5778787	0.097235224	0.330943381	0.293812264	0.768901363	0.902966985	90871
TMEM262	ENSG00000187066_TMEM262	ENSG00000187066	100130348	23.61758109	0.249455314	1.238088305	0.201484266	0.840319931	0.93493087	100130348
TMEM263	ENSG00000151135_TMEM263	ENSG00000151135	90488	1447.60507	0.271079068	0.358258538	0.756657663	0.449254986	0.705080981	90488
TMEM266	ENSG00000169758_TMEM266	ENSG00000169758	123591	133.4129027	-1.522558389	0.67743998	-2.247517765	0.024606957	0.148826883	123591
TMEM267	ENSG00000151881_TMEM267	ENSG00000151881	64417	378.2160207	0.563320892	0.355990853	1.582402714	0.113557666	0.348883127	64417
TMEM268	ENSG00000157693_TMEM268	ENSG00000157693	203197	707.3800724	0.476720799	0.324625323	1.468526221	0.141961339	0.393435189	203197
TMEM269	ENSG00000274386_TMEM269	ENSG00000274386	100129924	25.0959287	0.152740268	0.689023884	0.221676305	0.824565877	0.929013877	100129924
TMEM27	ENSG00000147003_TMEM27	ENSG00000147003	57393	27.56210259	0.443057797	1.088458153	0.407050832	0.683970654	0.856476115	57393
TMEM30A	ENSG00000112697_TMEM30A	ENSG00000112697	55754	3645.051938	0.185438442	0.337684638	0.549146811	0.582904703	0.798635028	55754
TMEM30B	ENSG00000182107_TMEM30B	ENSG00000182107	161291	1397.150222	0.77742596	0.400708964	1.9401262	0.052364355	0.228969612	161291
TMEM33	ENSG00000109133_TMEM33	ENSG00000109133	55161	2647.850875	0.34573339	0.378313073	0.913881688	0.360779017	0.636845649	55161
TMEM35A	ENSG00000126950_TMEM35A	ENSG00000126950	59353	25.42389046	-2.270327506	1.384074612	-1.640321617	0.100938313	0.327935063	59353
TMEM35B	ENSG00000243749_TMEM35B	ENSG00000243749	100506144	194.8069173	-0.707798836	0.443445759	-1.596133961	0.110458888	0.343840896	100506144
TMEM37	ENSG00000171227_TMEM37	ENSG00000171227	140738	140.8542403	-1.809795339	0.606844487	-2.982304983	0.002860868	0.040275425	140738
TMEM38A	ENSG00000072954_TMEM38A	ENSG00000072954	79041	36.21521143	-0.638900478	0.864682137	-0.738884789	0.45997696	0.712940551	79041
TMEM38B	ENSG00000095209_TMEM38B	ENSG00000095209	55151	222.0977599	0.313958007	0.351408536	0.893427376	0.371628348	0.645334239	55151
TMEM39A	ENSG00000176142_TMEM39A	ENSG00000176142	55254	1413.963473	-0.042624227	0.260269669	-0.163769474	0.869912623	0.947139145	55254
TMEM39B	ENSG00000121775_TMEM39B	ENSG00000121775	55116	428.7921748	0.467888497	0.267679696	1.747941681	0.080474126	0.287729889	55116
TMEM40	ENSG00000088726_TMEM40	ENSG00000088726	55287	799.4503923	2.989997428	0.566736004	5.275820499	1.32e-07	1.62e-05	55287
TMEM41A	ENSG00000163900_TMEM41A	ENSG00000163900	90407	1072.769764	0.735870203	0.365120528	2.015417229	0.043860951	0.208591753	90407
TMEM41B	ENSG00000166471_TMEM41B	ENSG00000166471	440026	1037.94918	0.741433422	0.384564013	1.927984412	0.053857065	0.231751637	440026
TMEM42	ENSG00000169964_TMEM42	ENSG00000169964	131616	91.49377259	-0.696641695	0.551087015	-1.264122862	0.206185932	0.482501037	131616
TMEM43	ENSG00000170876_TMEM43	ENSG00000170876	79188	3377.522019	0.441493221	0.342284669	1.289842232	0.197105441	0.471360795	79188
TMEM44	ENSG00000145014_TMEM44	ENSG00000145014	93109	761.4401836	0.38151741	0.406740131	0.937988118	0.348250516	0.62637434	93109
TMEM44-AS1	ENSG00000231770_TMEM44-AS1	ENSG00000231770	100507297	76.44688221	-0.663197767	0.822302846	-0.806512796	0.419947233	0.68255793	100507297
TMEM45A	ENSG00000181458_TMEM45A	ENSG00000181458	55076	1483.418856	2.311605641	0.828713498	2.789390599	0.005280733	0.059103099	55076
TMEM45B	ENSG00000151715_TMEM45B	ENSG00000151715	120224	242.8790898	0.63153029	0.649725261	0.971995901	0.331052588	0.611828808	120224
TMEM47	ENSG00000147027_TMEM47	ENSG00000147027	83604	715.8178813	-1.134837029	0.698786378	-1.624011379	0.10437338	0.333939283	83604
TMEM5	ENSG00000118600_TMEM5	ENSG00000118600	10329	419.4783648	0.285356559	0.307320462	0.928530945	0.353132223	0.630220679	10329
TMEM50A	ENSG00000183726_TMEM50A	ENSG00000183726	23585	1528.76367	0.182330415	0.267534565	0.681520965	0.495541906	0.737640245	23585
TMEM50B	ENSG00000142188_TMEM50B	ENSG00000142188	757	688.4113268	-1.023698671	0.2732253	-3.746719908	0.000179162	0.005803838	757
TMEM51	ENSG00000171729_TMEM51	ENSG00000171729	55092	641.0385673	-0.080959744	0.464674611	-0.174228895	0.861685578	0.943284817	55092
TMEM51-AS1	ENSG00000175147_TMEM51-AS1	ENSG00000175147	200197	116.853861	-1.115013624	0.763236732	-1.460901417	0.144042498	0.396289169	200197
TMEM52	ENSG00000178821_TMEM52	ENSG00000178821	339456	16.69510695	-1.5783356	1.380600255	-1.143224184	0.252945524	0.535167595	339456
TMEM52B	ENSG00000165685_TMEM52B	ENSG00000165685	120939	81.0300474	0.358188045	1.163942853	0.307736797	0.758282618	0.896683815	120939
TMEM53	ENSG00000126106_TMEM53	ENSG00000126106	79639	93.00594754	-1.125005938	0.682257412	-1.648946451	0.099158606	0.324290086	79639
TMEM54	ENSG00000121900_TMEM54	ENSG00000121900	113452	855.5954269	1.97443641	0.565845482	3.489356149	0.000484186	0.012081101	113452
TMEM55A	ENSG00000155099_TMEM55A	ENSG00000155099	55529	266.9440683	-0.304042728	0.454954712	-0.668292295	0.503947031	0.74389293	55529
TMEM55B	ENSG00000165782_TMEM55B	ENSG00000165782	90809	570.6450003	0.143573174	0.342224412	0.419529318	0.674829333	0.851508414	90809
TMEM56	ENSG00000152078_TMEM56	ENSG00000152078	148534	205.6218901	-3.788108941	0.806050676	-4.699591544	2.61e-06	0.000201536	148534
TMEM57	ENSG00000204178_TMEM57	ENSG00000204178	55219	1301.056777	-0.019330888	0.246676627	-0.0783653	0.937537476	0.974395027	55219
TMEM59	ENSG00000116209_TMEM59	ENSG00000116209	9528	2495.513314	0.114325411	0.27280083	0.419080142	0.675157563	0.851700203	9528
TMEM59L	ENSG00000105696_TMEM59L	ENSG00000105696	25789	14.16708871	-0.272827004	1.322338437	-0.206321616	0.836539694	0.933270424	25789
TMEM60	ENSG00000135211_TMEM60	ENSG00000135211	85025	223.1821439	-0.444998698	0.29666641	-1.499996909	0.133615203	0.381402379	85025
TMEM61	ENSG00000143001_TMEM61	ENSG00000143001	199964	12.02061921	1.064641038	1.518314698	0.701199191	0.483178715	0.728907793	199964
TMEM62	ENSG00000137842_TMEM62	ENSG00000137842	80021	527.5390709	-0.899708667	0.308114527	-2.920046239	0.003499795	0.045703491	80021
TMEM63A	ENSG00000196187_TMEM63A	ENSG00000196187	9725	2682.489407	-1.224984198	0.386834885	-3.166684923	0.001541873	0.026689049	9725
TMEM63B	ENSG00000137216_TMEM63B	ENSG00000137216	55362	2514.513552	0.864366978	0.309727863	2.790730448	0.005258925	0.058930705	55362
TMEM63C	ENSG00000165548_TMEM63C	ENSG00000165548	57156	197.4212059	2.575035478	0.9159101	2.81145003	0.004931875	0.056787548	57156
TMEM64	ENSG00000180694_TMEM64	ENSG00000180694	169200	759.7629604	-0.185969613	0.439171818	-0.423455254	0.671963139	0.849534269	169200
TMEM65	ENSG00000164983_TMEM65	ENSG00000164983	157378	1107.228023	1.240454222	0.479729179	2.585738531	0.009717061	0.086835321	157378
TMEM67	ENSG00000164953_TMEM67	ENSG00000164953	91147	549.063579	-0.324792291	0.408509642	-0.795066401	0.426574878	0.687722575	91147
TMEM68	ENSG00000167904_TMEM68	ENSG00000167904	137695	435.7438645	0.131761597	0.280963367	0.468963617	0.639095642	0.830404619	137695
TMEM69	ENSG00000159596_TMEM69	ENSG00000159596	51249	609.4124941	0.024163124	0.321758082	0.075097179	0.940137392	0.975279247	51249
TMEM70	ENSG00000175606_TMEM70	ENSG00000175606	54968	276.9542316	-0.164444075	0.298908435	-0.55014866	0.582217414	0.798033404	54968
TMEM71	ENSG00000165071_TMEM71	ENSG00000165071	137835	95.39465528	-1.494755251	0.51965485	-2.876438565	0.004021905	0.049970957	137835
TMEM72	ENSG00000187783_TMEM72	ENSG00000187783	643236	19.4893447	-2.340072932	1.100886942	-2.125625114	0.033534487	0.179134045	643236
TMEM74B	ENSG00000125895_TMEM74B	ENSG00000125895	55321	234.6402952	-0.141123607	0.723552506	-0.195042662	0.84535955	0.936699963	55321
TMEM79	ENSG00000163472_TMEM79	ENSG00000163472	84283	569.6882403	1.823163187	0.481080451	3.789726195	0.000150813	0.005045395	84283
TMEM80	ENSG00000177042_TMEM80	ENSG00000177042	283232	826.008922	-0.164876871	0.321701755	-0.512514677	0.608290851	0.812804465	283232
TMEM81	ENSG00000174529_TMEM81	ENSG00000174529	388730	54.91489474	0.163439045	0.578504298	0.28252002	0.777544798	0.907350591	388730
TMEM86A	ENSG00000151117_TMEM86A	ENSG00000151117	144110	156.9040801	-0.147421136	0.546015271	-0.269994529	0.787164462	0.912654449	144110
TMEM86B	ENSG00000180089_TMEM86B	ENSG00000180089	255043	218.7606185	-0.300569484	0.401182689	-0.749208507	0.453731542	0.708955535	255043
TMEM87A	ENSG00000103978_TMEM87A	ENSG00000103978	25963	2024.568886	0.564538437	0.357844021	1.577610365	0.11465515	0.350584818	25963
TMEM87B	ENSG00000153214_TMEM87B	ENSG00000153214	84910	2262.614535	-0.06553732	0.268250885	-0.244313528	0.806988007	0.92109128	84910
TMEM88	ENSG00000167874_TMEM88	ENSG00000167874	92162	99.20097985	-0.547781217	0.632099297	-0.866606274	0.386157775	0.657229031	92162
TMEM88B	ENSG00000205116_TMEM88B	ENSG00000205116	643965	23.69586137	-1.640786047	1.579457163	-1.03882909	0.29888423	0.580952141	643965
TMEM8A	ENSG00000129925_TMEM8A	ENSG00000129925	58986	1462.828217	-0.57118454	0.395571859	-1.443946343	0.148754069	0.403103811	58986
TMEM8B	ENSG00000137103_TMEM8B	ENSG00000137103	51754	342.8385618	-1.083857303	0.530867686	-2.041671272	0.04118415	0.20083272	51754
TMEM9	ENSG00000116857_TMEM9	ENSG00000116857	252839	582.4665282	0.419766777	0.356623347	1.177059159	0.239171894	0.520956234	252839
TMEM91	ENSG00000142046_TMEM91	ENSG00000142046	641649	242.7250824	1.350808228	0.528450128	2.556169744	0.010583148	0.09098394	641649
TMEM92	ENSG00000167105_TMEM92	ENSG00000167105	162461	218.8843333	-0.243642653	0.602287431	-0.404528868	0.685823854	0.85780429	162461
TMEM94	ENSG00000177728_TMEM94	ENSG00000177728	9772	2645.86587	-0.607167563	0.343537696	-1.767397205	0.077161731	0.281310847	9772
TMEM95	ENSG00000182896_TMEM95	ENSG00000182896	339168	29.38173839	0.993220239	0.930336315	1.067592679	0.285704287	0.568381326	339168
TMEM97	ENSG00000109084_TMEM97	ENSG00000109084	27346	528.6568308	-0.598895632	0.613343025	-0.97644484	0.32884407	0.61062982	27346
TMEM98	ENSG00000006042_TMEM98	ENSG00000006042	26022	362.7776379	0.106418477	0.390334238	0.272634236	0.785134392	0.911967225	26022
TMEM99	ENSG00000167920_TMEM99	ENSG00000167920	147184	167.8844444	0.835659498	0.529177453	1.579166862	0.114297789	0.35004649	147184
TMEM9B	ENSG00000175348_TMEM9B	ENSG00000175348	56674	832.2774962	0.185424905	0.216734558	0.855539176	0.392252726	0.661120286	56674
TMEM9B-AS1	ENSG00000254860_TMEM9B-AS1	ENSG00000254860	493900	43.88177022	0.000630873	0.805883639	0.000782834	0.999375389	0.999647032	493900
TMF1	ENSG00000144747_TMF1	ENSG00000144747	7110	2798.723332	-0.231865901	0.310244699	-0.747364584	0.454843517	0.709712998	7110
TMIE	ENSG00000181585_TMIE	ENSG00000181585	259236	11.04362068	-0.890316003	1.102168821	-0.80778551	0.419214068	0.682280845	259236
TMIGD2	ENSG00000167664_TMIGD2	ENSG00000167664	126259	22.09602796	-0.192440961	1.345669636	-0.143007582	0.886284193	0.95423876	126259
TMLHE	ENSG00000185973_TMLHE	ENSG00000185973	55217	432.478396	-0.555873626	0.37716486	-1.473821357	0.140529696	0.391937194	55217
TMLHE-AS1	ENSG00000224533_TMLHE-AS1	ENSG00000224533	100507404	16.04213083	-2.930139347	1.488112694	-1.969030543	0.048949584	0.221513119	100507404
TMOD1	ENSG00000136842_TMOD1	ENSG00000136842	7111	160.6078837	-0.827658174	0.685196184	-1.207914162	0.227080282	0.507010943	7111
TMOD2	ENSG00000128872_TMOD2	ENSG00000128872	29767	1214.392932	-0.65970186	0.535652458	-1.231585611	0.218103918	0.49615959	29767
TMOD3	ENSG00000138594_TMOD3	ENSG00000138594	29766	4886.378087	0.696381256	0.60936853	1.14279163	0.253125115	0.535345071	29766
TMOD4	ENSG00000163157_TMOD4	ENSG00000163157	29765	41.95183233	-1.921802612	0.658854368	-2.916885285	0.003535458	0.045908555	29765
TMPO	ENSG00000120802_TMPO	ENSG00000120802	7112	3448.520693	-0.113502426	0.396190151	-0.286484725	0.774506891	0.905714124	7112
TMPO-AS1	ENSG00000257167_TMPO-AS1	ENSG00000257167	100128191	56.77379292	0.413281375	0.663663974	0.622726849	0.533464036	0.764338937	100128191
TMPPE	ENSG00000188167_TMPPE	ENSG00000188167	643853	725.3595746	0.243612826	0.317916389	0.766279544	0.443509987	0.701201561	643853
TMPRSS11A	ENSG00000187054_TMPRSS11A	ENSG00000187054	339967	204.7972037	0.449634533	0.76195503	0.590106391	0.555119324	0.779172243	339967
TMPRSS11B	ENSG00000185873_TMPRSS11B	ENSG00000185873	132724	10.62734619	6.578805999	2.039246995	3.226095718	0.001254914	0.023370865	132724
TMPRSS11BNL	ENSG00000250026_TMPRSS11BNL	ENSG00000250026	401136	18.18556196	4.538188154	2.322011649	1.954420925	0.050651458	0.224846038	401136
TMPRSS11D	ENSG00000153802_TMPRSS11D	ENSG00000153802	9407	450.8615617	1.39745284	0.658255887	2.122962919	0.033756959	0.179568676	9407
TMPRSS11E	ENSG00000087128_TMPRSS11E	ENSG00000087128	28983	488.4133972	6.805272369	1.057036849	6.438065402	1.21e-10	3.43e-08	28983
TMPRSS11F	ENSG00000198092_TMPRSS11F	ENSG00000198092	389208	65.30377358	4.729023384	1.055633409	4.479797003	7.47e-06	0.000489231	389208
TMPRSS11GP	ENSG00000229009_TMPRSS11GP	ENSG00000229009	644759	13.7779216	0.583321221	1.421572551	0.410335174	0.681560093	0.854864782	644759
TMPRSS13	ENSG00000137747_TMPRSS13	ENSG00000137747	84000	319.1655198	2.908664941	0.554339936	5.247078103	1.55e-07	1.85e-05	84000
TMPRSS15	ENSG00000154646_TMPRSS15	ENSG00000154646	5651	26.61695257	-0.191555225	1.573553814	-0.121734143	0.903109572	0.962145569	5651
TMPRSS2	ENSG00000184012_TMPRSS2	ENSG00000184012	7113	516.7020564	-0.453019356	0.909557362	-0.498065735	0.618437711	0.81879939	7113
TMPRSS3	ENSG00000160183_TMPRSS3	ENSG00000160183	64699	91.92505078	-1.696268835	0.916728098	-1.850351091	0.064262963	0.255000761	64699
TMPRSS4	ENSG00000137648_TMPRSS4	ENSG00000137648	56649	3880.346647	0.786778235	0.781979123	1.006137135	0.314349607	0.596722663	56649
TMPRSS5	ENSG00000166682_TMPRSS5	ENSG00000166682	80975	50.96284585	-0.177799447	0.521637337	-0.340848774	0.73321743	0.883047566	80975
TMPRSS6	ENSG00000187045_TMPRSS6	ENSG00000187045	164656	64.80534226	-1.304733056	0.720675263	-1.810431306	0.070228928	0.266765541	164656
TMPRSS7	ENSG00000176040_TMPRSS7	ENSG00000176040	344805	13.57647827	-0.526679207	1.229800821	-0.428263827	0.668459051	0.847083095	344805
TMPRSS9	ENSG00000178297_TMPRSS9	ENSG00000178297	360200	445.8816013	-0.043114603	0.467460182	-0.092231605	0.926514028	0.969790784	360200
TMSB10	ENSG00000034510_TMSB10	ENSG00000034510	9168	10919.35502	1.088491288	0.343294809	3.17071875	0.001520623	0.026395719	9168
TMSB15A	ENSG00000158164_TMSB15A	ENSG00000158164	11013	13.5110792	1.513098908	1.426012947	1.061069545	0.288658297	0.571846756	11013
TMSB15B	ENSG00000158427_TMSB15B	ENSG00000158427	286527	154.3084765	-0.480771444	0.583388527	-0.824101644	0.409881806	0.675550632	286527
TMSB4X	ENSG00000205542_TMSB4X	ENSG00000205542	7114	12795.27571	0.408255249	0.30415138	1.342276496	0.179506362	0.446279834	7114
TMSB4Y	ENSG00000154620_TMSB4Y	ENSG00000154620	9087	73.37780036	-1.42829075	0.914729053	-1.561435866	0.118420945	0.356386226	9087
TMTC1	ENSG00000133687_TMTC1	ENSG00000133687	83857	1354.867225	-1.938290578	0.7104592	-2.728222223	0.006367669	0.066889588	83857
TMTC2	ENSG00000179104_TMTC2	ENSG00000179104	160335	1243.90078	-1.408940427	0.396284603	-3.555375141	0.00037744	0.010050505	160335
TMTC3	ENSG00000139324_TMTC3	ENSG00000139324	160418	3365.730753	0.285975403	0.442611281	0.646109611	0.518208372	0.75337904	160418
TMTC4	ENSG00000125247_TMTC4	ENSG00000125247	84899	707.7151044	0.221853953	0.367875212	0.6030685	0.54646312	0.774027365	84899
TMUB1	ENSG00000164897_TMUB1	ENSG00000164897	83590	664.8193558	0.349878253	0.428334255	0.816834629	0.41402294	0.677881017	83590
TMUB2	ENSG00000168591_TMUB2	ENSG00000168591	79089	892.2300521	-0.185348885	0.28775479	-0.644120937	0.519497015	0.753844248	79089
TMX1	ENSG00000139921_TMX1	ENSG00000139921	81542	1819.09961	0.383450208	0.325785749	1.17700117	0.239195039	0.520956234	81542
TMX2	ENSG00000213593_TMX2	ENSG00000213593	51075	899.5142492	0.081391593	0.252447824	0.322409565	0.747142439	0.890226743	51075
TMX3	ENSG00000166479_TMX3	ENSG00000166479	54495	1424.346191	-0.498235101	0.363749797	-1.369719253	0.170774556	0.435697703	54495
TMX4	ENSG00000125827_TMX4	ENSG00000125827	56255	854.5851606	-0.147460562	0.308584462	-0.477861267	0.632748951	0.826946566	56255
TNC	ENSG00000041982_TNC	ENSG00000041982	3371	20406.1982	2.776241395	0.639632946	4.340366471	1.42e-05	0.000824455	3371
TNF	ENSG00000232810_TNF	ENSG00000232810	7124	59.9763256	0.501570504	0.826084204	0.607166318	0.543740543	0.772096464	7124
TNFAIP1	ENSG00000109079_TNFAIP1	ENSG00000109079	7126	1450.807495	1.221598112	0.32126733	3.802434918	0.000143281	0.00487314	7126
TNFAIP2	ENSG00000185215_TNFAIP2	ENSG00000185215	7127	8014.482784	-1.549516169	0.540820221	-2.865122474	0.00416848	0.051065266	7127
TNFAIP3	ENSG00000118503_TNFAIP3	ENSG00000118503	7128	6253.519835	0.909526638	0.651329288	1.396415999	0.16258926	0.42422013	7128
TNFAIP6	ENSG00000123610_TNFAIP6	ENSG00000123610	7130	199.4355563	1.591707642	0.664404536	2.395690509	0.016589091	0.118539523	7130
TNFAIP8	ENSG00000145779_TNFAIP8	ENSG00000145779	25816	882.7024667	0.724100195	0.477454848	1.516583606	0.129371847	0.374562851	25816
TNFAIP8L1	ENSG00000185361_TNFAIP8L1	ENSG00000185361	126282	348.957896	0.530451749	0.587829801	0.902390026	0.366849718	0.640907217	126282
TNFAIP8L2	ENSG00000163154_TNFAIP8L2	ENSG00000163154	79626	94.52757419	-0.460814262	0.521301523	-0.883968762	0.376713076	0.649992106	79626
TNFAIP8L3	ENSG00000183578_TNFAIP8L3	ENSG00000183578	388121	632.9423297	1.445259881	0.46301565	3.121406119	0.001799896	0.029543346	388121
TNFRSF10A	ENSG00000104689_TNFRSF10A	ENSG00000104689	8797	676.3988086	0.400331615	0.32546035	1.23004727	0.218679404	0.496691894	8797
TNFRSF10B	ENSG00000120889_TNFRSF10B	ENSG00000120889	8795	2497.105794	0.320237283	0.350794094	0.912892458	0.361299104	0.63726069	8795
TNFRSF10C	ENSG00000173535_TNFRSF10C	ENSG00000173535	8794	121.6981834	-1.471253311	0.715324541	-2.056763368	0.039708993	0.196674422	8794
TNFRSF10D	ENSG00000173530_TNFRSF10D	ENSG00000173530	8793	447.2278896	-0.390347837	0.557511893	-0.700160556	0.483827042	0.729157874	8793
TNFRSF11A	ENSG00000141655_TNFRSF11A	ENSG00000141655	8792	253.9364066	-0.57560386	0.543664588	-1.05874812	0.289714507	0.572903887	8792
TNFRSF11B	ENSG00000164761_TNFRSF11B	ENSG00000164761	4982	143.2370081	-1.35508518	0.784178786	-1.728030909	0.083982683	0.294676081	4982
TNFRSF12A	ENSG00000006327_TNFRSF12A	ENSG00000006327	51330	751.7277966	1.217246285	0.689888137	1.764411098	0.077662791	0.282242812	51330
